,TP,FP,TN,FN,A,B,C,D,E,F,G,H,Precision,Fitness,F1,N,P,T
188,375,75,425,125,0,0,1,1,0,1,0,0,0.8333333333333334,0.75,0.7894736842105262,0.8095238095238095,0.7894736842105262,0.8001253132832079
189,362,102,398,138,1,0,1,1,1,1,1,0,0.7801724137931034,0.724,0.7510373443983402,0.7683397683397682,0.7510373443983402,0.7600983506202986
190,409,82,418,91,0,0,0,0,0,1,1,1,0.8329938900203666,0.818,0.8254288597376388,0.8285431119920713,0.8254288597376388,0.827002931614728
191,465,37,463,35,0,0,1,0,0,1,1,1,0.9262948207171314,0.93,0.9281437125748503,0.9278557114228457,0.9281437125748503,0.9280000223449169
192,456,24,476,44,1,2,0,1,0,1,1,1,0.95,0.912,0.9306122448979591,0.9333333333333333,0.9306122448979591,0.9320019853434935
193,434,70,430,66,1,2,1,1,0,1,1,1,0.8611111111111112,0.868,0.8645418326693227,0.8634538152610441,0.8645418326693227,0.8640003425239989
194,395,67,433,105,1,1,1,1,1,0,1,1,0.854978354978355,0.79,0.8212058212058212,0.8342967244701349,0.8212058212058212,0.8280516679611929
195,401,89,411,99,1,1,0,1,1,0,1,1,0.8183673469387756,0.802,0.8101010101010102,0.8138613861386139,0.8101010101010102,0.8120043531446742
196,422,63,437,78,0,2,0,0,1,1,1,0,0.8701030927835052,0.844,0.8568527918781726,0.8610837438423645,0.8568527918781726,0.859005208651574
197,349,132,368,151,1,2,0,0,0,1,0,0,0.7255717255717256,0.698,0.7115188583078492,0.7222767419038273,0.7115188583078492,0.7170403383124795
198,371,135,365,129,0,2,1,0,1,1,1,0,0.733201581027668,0.742,0.7375745526838966,0.7344064386317909,0.7375745526838966,0.7360034091662083
199,417,76,424,83,1,2,1,0,0,1,0,0,0.845841784989858,0.834,0.8398791540785498,0.8421052631578947,0.8398791540785498,0.8410014730436417
200,441,51,449,59,0,1,1,0,0,0,1,0,0.8963414634146342,0.882,0.8891129032258064,0.8908730158730159,0.8891129032258064,0.8900008701680504
201,458,33,467,42,1,1,1,0,1,0,0,0,0.9327902240325866,0.916,0.9243188698284562,0.9256689791873142,0.9243188698284562,0.9250004926074689
202,474,9,491,26,0,1,0,0,0,0,1,0,0.9813664596273292,0.948,0.9643947100712106,0.9655850540806292,0.9643947100712106,0.9650003669713397
203,477,22,478,23,1,1,0,0,1,0,0,0,0.9559118236472945,0.954,0.9549549549549549,0.955044955044955,0.9549549549549549,0.9550000021204209
204,474,9,491,26,0,1,0,0,0,0,1,1,0.9813664596273292,0.948,0.9643947100712106,0.9655850540806292,0.9643947100712106,0.9650003669713397
205,441,51,449,59,0,1,1,0,0,0,1,1,0.8963414634146342,0.882,0.8891129032258064,0.8908730158730159,0.8891129032258064,0.8900008701680504
206,371,135,365,129,0,2,1,0,1,1,1,1,0.733201581027668,0.742,0.7375745526838966,0.7344064386317909,0.7375745526838966,0.7360034091662083
207,422,63,437,78,0,2,0,0,1,1,1,1,0.8701030927835052,0.844,0.8568527918781726,0.8610837438423645,0.8568527918781726,0.859005208651574
208,401,89,411,99,1,1,0,1,1,0,1,0,0.8183673469387756,0.802,0.8101010101010102,0.8138613861386139,0.8101010101010102,0.8120043531446742
209,498,0,500,2,0,1,0,1,0,0,0,0,1.0,0.996,0.9979959919839679,0.998003992015968,0.9979959919839679,0.9980000000160322
210,395,67,433,105,1,1,1,1,1,0,1,0,0.854978354978355,0.79,0.8212058212058212,0.8342967244701349,0.8212058212058212,0.8280516679611929
211,493,8,492,7,0,1,1,1,0,0,0,0,0.9840319361277445,0.986,0.9850149850149851,0.9849849849849849,0.9850149850149851,0.9850000002284267
212,434,70,430,66,1,2,1,1,0,1,1,0,0.8611111111111112,0.868,0.8645418326693227,0.8634538152610441,0.8645418326693227,0.8640003425239989
213,459,58,442,41,0,2,1,1,1,1,0,0,0.8878143133462283,0.918,0.9026548672566372,0.8992878942014243,0.9026548672566372,0.901003144625778
214,456,24,476,44,1,2,0,1,0,1,1,0,0.95,0.912,0.9306122448979591,0.9333333333333333,0.9306122448979591,0.9320019853434935
215,477,28,472,23,0,2,0,1,1,1,0,0,0.9445544554455445,0.954,0.9492537313432836,0.9487437185929648,0.9492537313432836,0.9490000685212072
216,473,17,483,27,1,0,0,1,1,0,0,0,0.9653061224489796,0.946,0.9555555555555556,0.9564356435643564,0.9555555555555556,0.9560002025307134
217,474,21,479,26,0,0,0,1,0,0,1,0,0.9575757575757575,0.948,0.9527638190954774,0.9532338308457711,0.9527638190954774,0.9530000579500321
218,444,37,463,56,1,0,1,1,1,0,0,0,0.9230769230769231,0.888,0.9051987767584098,0.9087340529931306,0.9051987767584098,0.9070034436786697
219,440,66,434,60,0,0,1,1,0,0,1,0,0.8695652173913043,0.88,0.874751491053678,0.8732394366197184,0.874751491053678,0.8740006539548926
220,439,49,451,61,1,0,0,0,1,0,1,1,0.8995901639344263,0.878,0.888663967611336,0.8913043478260869,0.888663967611336,0.890001958034766
221,346,91,409,154,1,0,1,0,1,0,1,1,0.7917620137299771,0.692,0.7385272145144077,0.7695202257761055,0.7385272145144077,0.755316806045579
222,489,4,496,11,0,0,1,0,0,0,0,0,0.9918864097363083,0.978,0.9848942598187311,0.9851042701092353,0.9848942598187311,0.9850000111934418
223,346,91,409,154,1,0,1,0,1,0,1,0,0.7917620137299771,0.692,0.7385272145144077,0.7695202257761055,0.7385272145144077,0.755316806045579
224,500,0,500,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0
225,439,49,451,61,1,0,0,0,1,0,1,0,0.8995901639344263,0.878,0.888663967611336,0.8913043478260869,0.888663967611336,0.890001958034766
226,440,66,434,60,0,0,1,1,0,0,1,1,0.8695652173913043,0.88,0.874751491053678,0.8732394366197184,0.874751491053678,0.8740006539548926
227,474,21,479,26,0,0,0,1,0,0,1,1,0.9575757575757575,0.948,0.9527638190954774,0.9532338308457711,0.9527638190954774,0.9530000579500321
228,356,136,364,144,1,1,0,0,1,1,1,1,0.7235772357723578,0.712,0.7177419354838709,0.7222222222222222,0.7177419354838709,0.7200069693349261
229,362,115,385,138,1,1,1,0,1,1,1,1,0.7589098532494759,0.724,0.7410440122824975,0.7526881720430106,0.7410440122824975,0.7470453529890537
230,460,34,466,40,1,2,1,0,0,0,1,1,0.9311740890688259,0.92,0.9255533199195171,0.926441351888668,0.9255533199195171,0.9260002128975131
231,456,31,469,44,1,2,0,0,0,0,1,1,0.9363449691991786,0.912,0.9240121580547113,0.9259624876604147,0.9240121580547113,0.9250010278764138
232,488,8,492,12,0,1,0,1,0,1,1,0,0.9838709677419355,0.976,0.9799196787148594,0.9800796812749003,0.9799196787148594,0.9800000065307166
233,314,188,312,186,1,1,0,1,1,1,0,0,0.6254980079681275,0.628,0.626746506986028,0.6252505010020041,0.626746506986028,0.6260008937799331
234,445,50,450,55,0,1,1,1,0,1,1,0,0.898989898989899,0.89,0.8944723618090452,0.8955223880597015,0.8944723618090452,0.895000307968593
235,316,184,316,184,1,1,1,1,1,1,0,0,0.632,0.632,0.632,0.632,0.632,0.632
236,496,7,493,4,0,2,1,1,1,0,1,0,0.9860834990059643,0.992,0.9890329012961117,0.9889669007021062,0.9890329012961117,0.9890000011011221
237,456,8,492,44,1,2,1,1,0,0,0,0,0.9827586206896551,0.912,0.946058091286307,0.9498069498069498,0.946058091286307,0.9480037014046154
238,500,0,500,0,0,2,0,1,1,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0
239,486,0,500,14,1,2,0,1,0,0,0,0,1.0,0.972,0.9858012170385395,0.9861932938856015,0.9858012170385395,0.9860000389690984
240,500,0,500,0,0,2,0,1,1,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0
241,496,7,493,4,0,2,1,1,1,0,1,1,0.9860834990059643,0.992,0.9890329012961117,0.9889669007021062,0.9890329012961117,0.9890000011011221
242,445,50,450,55,0,1,1,1,0,1,1,1,0.898989898989899,0.89,0.8944723618090452,0.8955223880597015,0.8944723618090452,0.895000307968593
243,488,8,492,12,0,1,0,1,0,1,1,1,0.9838709677419355,0.976,0.9799196787148594,0.9800796812749003,0.9799196787148594,0.9800000065307166
244,456,31,469,44,1,2,0,0,0,0,1,0,0.9363449691991786,0.912,0.9240121580547113,0.9259624876604147,0.9240121580547113,0.9250010278764138
245,498,1,499,2,0,2,0,0,1,0,0,0,0.9979959919839679,0.996,0.9969969969969971,0.997002997002997,0.9969969969969971,0.9970000000090271
246,460,34,466,40,1,2,1,0,0,0,1,0,0.9311740890688259,0.92,0.9255533199195171,0.926441351888668,0.9255533199195171,0.9260002128975131
247,466,33,467,34,0,2,1,0,1,0,0,0,0.9338677354709419,0.932,0.932932932932933,0.933066933066933,0.932932932932933,0.933000004811366
248,362,115,385,138,1,1,1,0,1,1,1,0,0.7589098532494759,0.724,0.7410440122824975,0.7526881720430106,0.7410440122824975,0.7470453529890537
249,414,74,426,86,0,1,1,0,0,1,0,0,0.8483606557377049,0.828,0.8380566801619432,0.841897233201581,0.8380566801619432,0.8400043892034739
250,356,136,364,144,1,1,0,0,1,1,1,0,0.7235772357723578,0.712,0.7177419354838709,0.7222222222222222,0.7177419354838709,0.7200069693349261
251,391,141,359,109,0,1,0,0,0,1,0,0,0.7349624060150376,0.782,0.7577519379844961,0.7417355371900827,0.7577519379844961,0.7500854208042368
252,499,7,493,1,1,2,0,0,0,0,0,0,0.9861660079051383,0.998,0.9920477137176937,0.9919517102615695,0.9920477137176937,0.9920000023226643
253,423,54,446,77,0,2,0,0,1,0,1,0,0.8867924528301887,0.846,0.8659160696008188,0.8719452590420332,0.8659160696008188,0.8690104522139162
254,473,20,480,27,1,2,1,0,0,0,0,0,0.9594320486815415,0.946,0.9526686807653574,0.9533267130089375,0.9526686807653574,0.9530001135847891
255,379,99,401,121,0,2,1,0,1,0,1,0,0.7928870292887029,0.758,0.7750511247443763,0.7847358121330724,0.7750511247443763,0.7800300473634368
256,371,117,383,129,1,1,1,0,1,1,0,0,0.7602459016393442,0.742,0.7510121457489878,0.7569169960474308,0.7510121457489878,0.7540115590968707
257,462,33,467,38,0,1,1,0,0,1,1,0,0.9333333333333333,0.924,0.928643216080402,0.9293532338308458,0.928643216080402,0.9290001356600116
258,358,143,357,142,1,1,0,0,1,1,0,0,0.7145708582834331,0.716,0.7152847152847154,0.7147147147147148,0.7152847152847154,0.7150001136015123
259,416,79,421,84,0,1,0,0,0,1,1,0,0.8404040404040404,0.832,0.836180904522613,0.8378109452736318,0.836180904522613,0.8370007935980955
260,476,15,485,24,1,2,0,1,0,0,1,1,0.9694501018329938,0.952,0.9606458123107972,0.9613478691774034,0.9606458123107972,0.9610001282112176
261,472,31,469,28,1,2,1,1,0,0,1,1,0.9383697813121272,0.944,0.9411764705882353,0.9408224674022065,0.9411764705882353,0.9410000332936046
262,394,92,408,106,1,1,1,1,1,1,1,1,0.8106995884773662,0.788,0.7991886409736308,0.8047337278106509,0.7991886409736308,0.8020095829056809
263,386,102,398,114,1,1,0,1,1,1,1,1,0.7909836065573771,0.772,0.7813765182186235,0.7865612648221344,0.7813765182186235,0.784008570703569
264,399,111,389,101,0,1,0,1,0,1,0,0,0.7823529411764706,0.798,0.7900990099009901,0.7858585858585859,0.7900990099009901,0.7880057041237118
265,386,102,398,114,1,1,0,1,1,1,1,0,0.7909836065573771,0.772,0.7813765182186235,0.7865612648221344,0.7813765182186235,0.784008570703569
266,280,195,305,220,0,1,1,1,0,1,0,0,0.5894736842105263,0.56,0.5743589743589743,0.5951219512195122,0.5743589743589743,0.5851841161409641
267,394,92,408,106,1,1,1,1,1,1,1,0,0.8106995884773662,0.788,0.7991886409736308,0.8047337278106509,0.7991886409736308,0.8020095829056809
268,499,0,500,1,0,2,1,1,1,0,0,0,1.0,0.998,0.998998998998999,0.9990009990009989,0.998998998998999,0.999000000001001
269,472,31,469,28,1,2,1,1,0,0,1,0,0.9383697813121272,0.944,0.9411764705882353,0.9408224674022065,0.9411764705882353,0.9410000332936046
270,500,0,500,0,0,2,0,1,1,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0
271,476,15,485,24,1,2,0,1,0,0,1,0,0.9694501018329938,0.952,0.9606458123107972,0.9613478691774034,0.9606458123107972,0.9610001282112176
272,416,79,421,84,0,1,0,0,0,1,1,1,0.8404040404040404,0.832,0.836180904522613,0.8378109452736318,0.836180904522613,0.8370007935980955
273,462,33,467,38,0,1,1,0,0,1,1,1,0.9333333333333333,0.924,0.928643216080402,0.9293532338308458,0.928643216080402,0.9290001356600116
274,379,99,401,121,0,2,1,0,1,0,1,1,0.7928870292887029,0.758,0.7750511247443763,0.7847358121330724,0.7750511247443763,0.7800300473634368
275,423,54,446,77,0,2,0,0,1,0,1,1,0.8867924528301887,0.846,0.8659160696008188,0.8719452590420332,0.8659160696008188,0.8690104522139162
276,416,63,437,84,1,0,1,1,1,0,1,1,0.8684759916492694,0.832,0.8498467824310522,0.8560235063663075,0.8498467824310522,0.8530111767566168
277,411,91,409,89,1,0,0,1,1,0,1,1,0.8187250996015937,0.822,0.8203592814371258,0.8196392785571142,0.8203592814371258,0.8200001580494126
278,472,15,485,28,0,0,1,0,0,0,1,0,0.9691991786447639,0.944,0.956433637284701,0.9575518262586377,0.956433637284701,0.9570003265766125
279,477,17,483,23,1,0,1,0,1,0,0,0,0.9655870445344129,0.954,0.9597585513078469,0.9602385685884691,0.9597585513078469,0.96000006000216
280,455,30,470,45,0,0,0,0,0,0,1,0,0.9381443298969072,0.91,0.9238578680203046,0.9261083743842364,0.9238578680203046,0.9250013685511673
281,486,6,494,14,1,0,0,0,1,0,0,0,0.9878048780487805,0.972,0.9798387096774194,0.9801587301587301,0.9798387096774194,0.9800000261241208
282,455,30,470,45,0,0,0,0,0,0,1,1,0.9381443298969072,0.91,0.9238578680203046,0.9261083743842364,0.9238578680203046,0.9250013685511673
283,472,15,485,28,0,0,1,0,0,0,1,1,0.9691991786447639,0.944,0.956433637284701,0.9575518262586377,0.956433637284701,0.9570003265766125
284,411,91,409,89,1,0,0,1,1,0,1,0,0.8187250996015937,0.822,0.8203592814371258,0.8196392785571142,0.8203592814371258,0.8200001580494126
285,500,0,500,0,0,0,0,1,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0
286,416,63,437,84,1,0,1,1,1,0,1,0,0.8684759916492694,0.832,0.8498467824310522,0.8560235063663075,0.8498467824310522,0.8530111767566168
287,493,9,491,7,0,0,1,1,0,0,0,0,0.9820717131474104,0.986,0.9840319361277445,0.9839679358717435,0.9840319361277445,0.9840000010406545
